纳税人信用等级,社会信用代码,主管税务机关名称,生成时间,纳税人识别号,纳税人名称
A,911101057868650485,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,911101057868650485,北京兴盛力天医疗设备有限公司
A,911101086851016636,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086851016636,北京康正国际资产评估有限公司
A,91110106MA008LJY7N,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106MA008LJY7N,北京朗特慕电气有限公司
A,91110117736453870E,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110117736453870E,北京东方依水源房地产开发有限公司
A,911101063355376865,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101063355376865,北京玉泽粮农商贸有限公司
A,91110115786864942X,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110115786864942X,北京佳杰顺通运输有限公司
A,91110000569536491X,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110000569536491X,北京房开控股集团有限公司
A,9111010158766178XM,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,9111010158766178XM,北京高远和融餐饮管理有限公司
A,911101090741372533,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,911101090741372533,北京华宇北创科技有限公司
A,91110108587704946L,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108587704946L,北京祥瑞嘉和科技有限公司
A,91110106102165383R,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106102165383R,北京惠鼎皮业有限公司
A,91110106MA005JD417,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106MA005JD417,魅联（北京）科技有限公司
A,911101085514459115,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085514459115,北京森博尔生物技术有限公司
A,91110101071654167B,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110101071654167B,北京华峰杰礼经贸有限公司
A,911101065712110123,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101065712110123,北京枫叶蓝莓文化艺术有限公司
A,91110106596002399F,国家税务总局北京市延庆区税务局,5/4/2025 18:31:18,91110106596002399F,北京海图音科技发展有限公司
A,9111010577860581X7,国家税务总局北京市怀柔区税务局,5/4/2025 18:31:18,9111010577860581X7,阿玛格（北京）医疗器械有限公司
A,91110101101292778L,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110101101292778L,北京二开万博特电气有限责任公司
A,91110108580811204U,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108580811204U,北京中科普德科技有限公司
A,91110113093083916X,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110113093083916X,北京京博汇元纸业有限公司
A,911101056699115359,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101056699115359,北京金时财富图书有限公司
A,91110228600097010Q,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,91110228600097010Q,北京东佳阀门有限公司
A,91110117330256930X,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110117330256930X,北京济东伟业科技有限公司
A,9111010878897079X1,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,9111010878897079X1,北京心缘嘉业人力资源管理咨询有限公司
A,9111010563431356XG,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,9111010563431356XG,北京华云洁加油站有限公司
A,9111010574610501XA,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,9111010574610501XA,北京中雅汉洁清洗有限公司
A,91110113787782164G,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110113787782164G,安邦财产保险股份有限公司北京市顺义支公司
A,91110114348274651B,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348274651B,北京东升联创科技孵化器有限公司
A,91110114348277190M,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348277190M,北京隆昂科技有限公司
A,91110114348277625A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348277625A,北京红杉铭德股权投资中心（有限合伙）
A,91110114348278839A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348278839A,北京誉德信达科技发展有限公司
A,911101143482856681,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101143482856681,北京德瑞鸿建筑装饰工程有限公司
A,91110114348287807H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114348287807H,北京天富来生物科技有限公司
A,91110114556862319L,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556862319L,北京京卫昌盛保安服务有限公司
A,91110114556865392W,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556865392W,北京亚安新能航天科技有限公司
A,91110114556873720F,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556873720F,北京绿人科技有限责任公司
A,91110114556877027A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556877027A,北京丹迪兰商贸有限公司
A,91110114556878986P,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556878986P,北京市质易达工程监理有限责任公司
A,91110114556878994J,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556878994J,北京赛思科系统工程有限责任公司
A,91110114556887962R,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556887962R,北京永宝昌地源热泵中央空调技术有限责任公司
A,91110114556887989H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556887989H,北京卓诚惠生生物科技股份有限公司
A,91110114556888789D,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110114556888789D,北京中联裕盛物流有限公司
A,911101145568890449,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568890449,北京墨轩文阁图书有限公司
A,911101145568915319,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568915319,北京航天凯旋工程技术有限公司
A,91110114556895348H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556895348H,北京译诺天下翻译有限公司
A,911101145568962281,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568962281,生工生物工程（上海）股份有限公司北京销售分公司
A,911101145568973190,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568973190,北京华维国创电子科技有限公司
A,91110114558501883L,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558501883L,北京久信天成贸易有限公司
A,911101145585062119,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145585062119,北京万奥信息技术有限公司
A,91110114558507273W,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558507273W,北京万吉建业建材有限公司
A,91110114558508217A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558508217A,北京智尚国际货运代理有限公司
A,91110114558509279X,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558509279X,北京电科智轩电气技术有限公司
A,91110108MA01C87853,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108MA01C87853,北京玛西商贸有限公司
A,91110108MA01C87A1Q,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110108MA01C87A1Q,北京立保科技有限公司
A,91110108MA01C88J1N,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108MA01C88J1N,北京盈树科技有限公司
A,91110109MA01EDK820,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EDK820,北京宏利欣制冷设备有限公司
A,91110109MA01EDWC14,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EDWC14,北京力佳康健康科技有限公司
A,91110109MA01EEUJ9L,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEUJ9L,中锐众升（北京）建设有限公司
A,91110109MA01EEXX2M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEXX2M,北京立新天宏市政工程有限公司
A,91110109MA01EEYC79,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEYC79,北京睿德风驰体育文化发展有限公司
A,91110109MA01EFDF0D,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EFDF0D,北京众乐辉煌建筑装饰有限公司
A,91110109MA01EFEC26,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EFEC26,中安伟业（北京）建设发展有限公司
A,91110109MA01EGHX6C,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EGHX6C,京科沣电子技术（北京）有限公司
A,91110109MA01EH4W8Y,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EH4W8Y,北京环宇世通建筑工程有限公司
A,91110109MA01EHAE9M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHAE9M,北京龙宸建设工程有限公司
A,91110109MA01EHG29B,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHG29B,北京大有宏业科技有限公司
A,91110109MA01EHUQ41,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHUQ41,北京汇达建业建设工程有限公司
A,91110109MA01EKUE45,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110109MA01EKUE45,北京盈奇科技有限公司
A,91110109MA01EL0E69,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL0E69,北京建鑫友悦建筑工程有限公司
A,91110109MA01EL0R28,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL0R28,幻乐星球（北京）娱乐文化传媒有限公司
A,91110109MA01EL7L8D,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL7L8D,北京天工润智机械设备租赁有限公司
A,91110109MA01EM0P93,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EM0P93,北京亮山苗木花卉有限公司
A,91110109MA01EMCW2N,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EMCW2N,北京金旅文建科技发展有限公司
A,91110109MA01EMJK95,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EMJK95,北京钰兴装饰工程有限公司
A,91110109MA01EPED8K,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EPED8K,北京恒泰顺通建筑工程有限公司
A,91110109MA01JU0L5X,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JU0L5X,北京超森建设有限公司
A,91110109MA01JUREX0,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JUREX0,北京浪淘优品科技有限公司
A,91110109MA01JWDG2H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JWDG2H,北京佳乐缘商贸有限公司
A,91110109MA01JWKL8A,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JWKL8A,北京江禾腾飞科技有限公司
A,91110109MA01JY610J,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JY610J,北京双子盛世文化有限公司
A,91110109MA01K0M07B,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K0M07B,北京南极雪科技有限公司
A,91110109MA01K12Q59,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K12Q59,北京华信天启数据处理有限公司
A,91110109MA01K1B93N,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110109MA01K1B93N,北京新丰园商贸有限公司
A,91110109MA01K2LA8H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K2LA8H,新郑建筑劳务（北京）有限公司
A,91110109MA01K3N607,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K3N607,环宇恒星（北京）文化传播有限公司
A,91110109MA01K5U602,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K5U602,北京咏宝国际市场咨询有限公司
A,91110109MA01K7460X,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K7460X,北京凤鸣晨翔商贸有限公司
A,91110109MA01K85R1H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K85R1H,北京天财如鑫科技有限公司
A,91110109MA01K9LW7K,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K9LW7K,北京臻瑞永诚科技有限公司
A,91110109MA01KA8X5H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KA8X5H,北京冬航卫士保安服务有限公司
A,91110109MA01KABW6L,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KABW6L,北京广洁伟业环保科技有限公司
A,91110109MA01KB8B8F,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KB8B8F,北京冠擎工程有限公司
A,91110109MA01KDNN7M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KDNN7M,保利物业管理（北京）有限公司门头沟分公司
A,91110109MA01KEQHX7,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KEQHX7,北京益隆昌科技有限公司
A,91110109MA01KERN5P,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KERN5P,北京英信达医疗科技有限公司
A,91110109MA01KF526U,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KF526U,北京嘉业兴建筑工程有限公司
